Title,Category,Rating,Price,Stock
Disrupted: My Misadventure in the Start-Up Bubble,Nonfiction,5,15.28,3
Dead Wake: The Last Crossing of the Lusitania,Default,5,39.24,3
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Default,1,17.81,3
Darkfever (Fever #1),Fantasy,1,56.02,3
Dark Places,Default,5,23.9,3
Crazy Rich Asians (Crazy Rich Asians #1),Fiction,5,49.13,3
Counting Thyme,Childrens,1,10.62,3
Cosmos,Add a comment,2,36.17,3
Civilization and Its Discontents,Psychology,2,59.95,3
Cinder (The Lunar Chronicles #1),Young Adult,1,26.09,3
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Parenting,2,37.35,3
Career of Evil (Cormoran Strike #3),Mystery,2,24.72,3
Breaking Dawn (Twilight #4),Default,5,35.28,3
Brave Enough,Nonfiction,5,51.32,3
Boy Meets Boy,Young Adult,3,21.12,3
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Nonfiction,2,27.35,3
Blink: The Power of Thinking Without Thinking,Nonfiction,5,21.74,3
Black Flags: The Rise of ISIS,Nonfiction,1,40.87,3
"Black Butler, Vol. 1 (Black Butler #1)",Sequential Art,1,49.31,3
Big Little Lies,Fiction,1,22.11,3
Between Shades of Gray,Historical Fiction,5,20.79,3
Best of My Love (Fool's Gold #20),Romance,2,27.41,3
Beowulf,Classics,2,38.35,3
Beautiful Creatures (Caster Chronicles #1),Default,5,21.55,3
Awkward,Sequential Art,2,38.02,3
Ash,Fantasy,4,22.06,3
Are We There Yet?,Childrens,3,10.66,3
Are We Smart Enough to Know How Smart Animals Are?,Nonfiction,1,56.58,3
Annie on My Mind,Young Adult,5,36.83,3
And Then There Were None,Classics,2,35.01,3
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Nonfiction,4,30.48,3
A Visit from the Goon Squad,Default,5,14.08,3
A Storm of Swords (A Song of Ice and Fire #3),Fantasy,2,31.22,3
A Heartbreaking Work of Staggering Genius,Autobiography,5,54.29,3
8 Keys to Mental Health Through Exercise,Psychology,1,31.04,3
#GIRLBOSS,Add a comment,1,50.96,3
"The Suffragettes (Little Black Classics, #96)",Nonfiction,2,11.89,2
The Sense of an Ending,Add a comment,3,31.38,2
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",Sequential Art,1,54.81,2
The Course of Love,Fiction,3,16.78,2
Sugar Rush (Offensive Line #2),Sports and Games,1,24.42,2
"Saga, Volume 2 (Saga (Collected Editions) #2)",Sequential Art,3,11.75,2
"Run, Spot, Run: The Ethics of Keeping Pets",Philosophy,1,20.02,2
New Moon (Twilight #2),Young Adult,4,12.86,2
Life,Music,5,31.58,2
Kindle Paperwhite User's Guide,Nonfiction,3,34.0,2
H is for Hawk,Nonfiction,5,57.42,2
Girl Online On Tour (Girl Online #2),Young Adult,1,53.47,2
"Fruits Basket, Vol. 2 (Fruits Basket #2)",Sequential Art,5,11.64,2
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Childrens,4,52.88,2
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Sequential Art,4,18.51,1
While You Were Mine,Historical Fiction,5,41.32,1
Where Lightning Strikes (Bleeding Stars #3),Romance,3,39.77,1
When I'm Gone,Fiction,3,51.96,1
Ways of Seeing,Art,5,39.51,1
"Vampire Knight, Vol. 1 (Vampire Knight #1)",Paranormal,1,15.4,1
Vampire Girl (Vampire Girl #1),Fantasy,2,53.82,1
Twenty Love Poems and a Song of Despair,Poetry,4,30.95,1
Travels with Charley: In Search of America,Nonfiction,5,57.82,1
Three Wishes (River of Time: California #1),Science Fiction,2,44.18,1
This One Moment (Pushing Limits #1),Romance,1,48.71,1
The Zombie Room,Default,5,19.69,1
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Sequential Art,2,36.52,1
The Tumor,Nonfiction,5,41.56,1
The Story of Hong Gildong,Classics,4,43.19,1
The Silent Wife,Fiction,5,12.34,1
The Silent Twin (Detective Jennifer Knight #3),Fantasy,3,36.25,1
The Selfish Gene,Science,1,29.45,1
The Secret Healer,Historical Fiction,3,34.56,1
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",Sequential Art,3,54.12,1
The Republic,Add a comment,3,33.78,1
The Odyssey,Add a comment,3,29.64,1
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Mystery,4,57.7,1
The Nicomachean Ethics,Philosophy,1,36.34,1
The Name of the Wind (The Kingkiller Chronicle #1),Default,3,50.59,1
The Mirror & the Maze (The Wrath and the Dawn #1.5),Fantasy,1,29.38,1
The Little Prince,Classics,2,45.42,1
The Light of the Fireflies,Add a comment,1,54.43,1
The Last Girl (The Dominion Trilogy #1),Science Fiction,2,36.26,1
The Iliad,Add a comment,1,16.16,1
The Hook Up (Game On #1),New Adult,5,36.29,1
The Haters,Young Adult,5,27.89,1
The Girl You Lost,Mystery,5,12.29,1
The Girl In The Ice (DCI Erika Foster #1),Mystery,3,15.85,1
The End of the Jesus Era (An Investigation #1),Nonfiction,1,14.4,1
The Edge of Reason (Bridget Jones #2),Womens Fiction,4,19.18,1
The Complete Maus (Maus #1-2),Sequential Art,3,10.64,1
The Communist Manifesto,Add a comment,3,14.76,1
The Bhagavad Gita,Religion,3,57.49,1
The Bette Davis Club,Fiction,3,30.66,1
The Art of Not Breathing,Young Adult,4,40.83,1
Taking Shots (Assassins #1),Default,2,18.88,1
Starlark,Historical Fiction,3,25.83,1
"Skip Beat!, Vol. 01 (Skip Beat! #1)",Sequential Art,3,42.12,1
Sister Sable (The Mad Queen #1),Fantasy,3,13.33,1
Shatter Me (Shatter Me #1),Default,1,42.4,1
Shameless,New Adult,3,58.35,1
Shadow Rites (Jane Yellowrock #10),Fantasy,4,21.72,1
Settling the Score (The Summer Games #1),Sports and Games,2,44.91,1
Sense and Sensibility,Classics,1,37.46,1
"Saga, Volume 1 (Saga (Collected Editions) #1)",Sequential Art,1,28.48,1
"Rhythm, Chord & Malykhin",Romance,2,28.34,1
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Sequential Art,5,46.96,1
Paradise Lost (Paradise #1),Default,1,24.96,1
"Paper Girls, Vol. 1 (Paper Girls #1-5)",Sequential Art,4,21.71,1
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Sequential Art,3,29.87,1
Origins (Alphas 0.5),Fantasy,1,28.99,1
One Second (Seven #7),Fantasy,2,52.94,1
On the Road (Duluoz Legend),Default,3,32.36,1
Old Records Never Die: One Man's Quest for His Vinyl and His Past,Music,2,55.66,1
Off Sides (Off #1),New Adult,5,39.45,1
Of Mice and Men,Classics,2,47.11,1
Myriad (Prentor #1),Fantasy,4,58.75,1
My Perfect Mistake (Over the Top #1),Romance,2,38.92,1
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Sequential Art,4,39.39,1
Meditations,Philosophy,2,25.89,1
Matilda,Childrens,1,28.34,1
Lost Among the Living,Historical Fiction,4,27.7,1
Lord of the Flies,Add a comment,3,24.89,1
Listen to Me (Fusion #1),Romance,3,58.99,1
Kitchens of the Great Midwest,Fiction,5,57.2,1
Jane Eyre,Default,5,38.43,1
Imperfect Harmony,Romance,4,34.74,1
Icing (Aces Hockey #2),Sports and Games,4,40.44,1
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Sequential Art,3,45.24,1
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Science Fiction,4,34.96,1
"Giant Days, Vol. 1 (Giant Days #1-4)",Sequential Art,4,56.76,1
"Fruits Basket, Vol. 1 (Fruits Basket #1)",Sequential Art,5,40.28,1
Frankenstein,Default,2,38.0,1
Forever Rockers (The Rocker #12),Music,3,28.8,1
Fighting Fate (Fighting #6),Romance,3,39.24,1
Emma,Classics,2,32.93,1
"Eat, Pray, Love",Nonfiction,3,51.32,1
Deep Under (Walker Security #1),Romance,5,47.09,1
Choosing Our Religion: The Spiritual Lives of America's Nones,Religion,4,28.42,1
Charlie and the Chocolate Factory (Charlie Bucket #1),Childrens,3,22.85,1
Charity's Cross (Charles Towne Belles #4),Romance,1,41.24,1
Bright Lines,Fiction,5,39.07,1
Bridget Jones's Diary (Bridget Jones #1),Womens Fiction,1,29.82,1
Bounty (Colorado Mountain #7),Romance,4,37.26,1
Blood Defense (Samantha Brinkman #1),Mystery,3,20.3,1
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Sequential Art,5,34.65,1
Beyond Good and Evil,Philosophy,1,43.38,1
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Sequential Art,4,57.06,1
A Spy's Devotion (The Regency Spies of London #1),Historical Fiction,5,16.97,1
1st to Die (Women's Murder Club #1),Mystery,1,53.98,1
"1,000 Places to See Before You Die",Travel,5,26.08,1
